Join_Count,TARGET_FID,JOIN_FID,Year,Severity,SBW,SBW_ID,Ecoregion,Shape_Leng,Area_Ha,defo_index,Field1,X,Y,fid,Field1_2,SpRasterNA,slopeRaste,sg_date,sg__gdd_p2,sg__gdd_p1,pcp0708,pcp0607,pcp0506,MinT0708,MinT0607,MinT0506,MaxT0708,MaxT0607,MaxT0506,elevationR,DistanceRo,DistanceRi,aspectRast
"1","3709","1294","1979","3","77","194",Maritime Barrens,68826.356461000003037,8712.046592650000093,"0","3709","820805","5280797","25","3709",1,0.02302,136.48357,194.38911,0.12828,82.52373,80.93146,93.40327,11.13662,8.78615,4.20388,20.0697,18.3782,12.98319,119.05478,58.57706,149596.51563,1.69561
"1","3886","1231","1977","3","122","152",Maritime Barrens,48859.561687599998550,5265.927295860000413,"0","3886","746805","5282797","26","3886",3,,137.22646,167.8421,0.1006,88.76395,89.77241,93.40465,10.31054,7.87374,3.5563,18.9506,17.05194,12.39634,107.584,2328.66992,93145.46875,
"1","3887","1231","1977","3","122","152",Maritime Barrens,48859.561687599998550,5265.927295860000413,"0","3887","748805","5282797","27","3887",3,,136.19501,168.4613,0.02594,87.27724,87.90008,91.37943,10.50908,8.07106,3.75766,19.2486,17.34709,12.67744,62.8246,3962.66895,95051.66406,
"1","3891","1252","1978","3","142","215",Maritime Barrens,139518.835930000001099,29726.353385999998864,"0","3891","766805","5282797","28","3891",1,0.01705,136.97427,176.56044,0.14908,86.46768,85.00367,90.52952,10.32329,7.94139,3.56987,19.49267,17.69766,12.79481,124.03426,3622.21729,111462.57813,4.04903
"1","4089","1231","1977","3","122","152",Maritime Barrens,48859.561687599998550,5265.927295860000413,"0","4089","748805","5284797","29","4089",3,,136.5495,168.91614,0.09803,87.34688,88.16637,91.77551,10.4432,8.00924,3.69405,19.20749,17.31169,12.63237,63.15277,5155.49756,94471.73438,
"1","4092","1252","1978","3","142","215",Maritime Barrens,139518.835930000001099,29726.353385999998864,"0","4092","766805","5284797","30","4092",1,0.014,137.32584,176.67241,0.19219,86.41338,85.30819,91.01766,10.27755,7.89517,3.52154,19.43668,17.64753,12.73487,151.07982,3223.69458,110032.22656,5.06024
"1","4291","1234","1977","3","128","151",Maritime Barrens,8667.683054630000697,481.111969696000017,"0","4291","734805","5286797","31","4291",3,0.02697,136.76212,164.53667,0.10431,88.72861,91.8243,94.44461,10.42906,7.97967,3.68465,18.92836,16.95009,12.39723,103.30105,2414.82056,80497.25,1.13133
"1","4292","1276","1978","2","203","236",Maritime Barrens,11706.532114199999342,678.670961353000052,"0","4292","736805","5286797","32","4292",3,,135.92473,165.14478,0.1167,87.84695,90.6342,93.20348,10.54624,8.09461,3.80057,19.10571,17.12797,12.56272,30.02781,1675.15625,82404.78125,
"1","4506","1252","1978","3","142","215",Maritime Barrens,139518.835930000001099,29726.353385999998864,"0","4506","774805","5288797","33","4506",1,0.0076,136.98421,180.22826,0.13431,84.42775,83.27067,89.91121,10.3919,8.02415,3.61991,19.67474,17.91932,12.89351,139.39835,3236.83423,111667.22656,1.97554
"1","4507","1252","1978","3","142","215",Maritime Barrens,139518.835930000001099,29726.353385999998864,"0","4507","776805","5288797","34","4507",1,0.00874,136.63026,181.06863,0.15531,83.91055,82.60167,89.37902,10.45467,8.09052,3.67863,19.76339,18.01316,12.96429,139.20232,3415.78076,112908.8125,2.34234
"1","4643","1157","1974","2","77","104",Maritime Barrens,45902.340256600000430,4678.496070369999870,"0","4643","590805","5290797","35","4643",,0.04162,133.05229,180.54346,0.1248,104.16071,110.71905,110.70561,10.87323,8.79619,4.47857,19.36241,17.66673,13.37978,117.53667,10853.8457,17195.95117,5.40072
"1","4707","1252","1978","3","142","215",Maritime Barrens,139518.835930000001099,29726.353385999998864,"0","4707","766805","5290797","36","4707",1,0.02574,136.88985,177.70572,0.18036,84.94593,84.4858,90.30117,10.33115,7.94508,3.57659,19.56359,17.77557,12.83948,134.15955,3582.76733,105290.72656,4.47858
"1","4708","1252","1978","3","142","215",Maritime Barrens,139518.835930000001099,29726.353385999998864,"0","4708","768805","5290797","37","4708",1,0.01654,137.78973,177.53044,0.13647,85.65339,85.25211,91.59029,10.21686,7.83695,3.45199,19.40007,17.6297,12.66458,170.10681,4275.36572,106456.41406,4.24417
"1","4709","1252","1978","3","142","215",Maritime Barrens,139518.835930000001099,29726.353385999998864,"0","4709","770805","5290797","38","4709",1,0.00774,138.02771,178.2159,0.16771,85.61496,85.14254,91.76681,10.20802,7.83279,3.43862,19.39458,17.63418,12.64435,185.22208,2506.79785,107646.64063,3.28132
"1","4711","1252","1978","3","142","215",Maritime Barrens,139518.835930000001099,29726.353385999998864,"0","4711","774805","5290797","39","4711",1,0.00839,137.33871,180.68214,0.12102,84.35867,83.49871,90.32153,10.35702,7.98783,3.58324,19.63008,17.87903,12.84414,141.909,1464.52649,110097.5,2.04974
"1","4712","1252","1978","3","142","215",Maritime Barrens,139518.835930000001099,29726.353385999998864,"0","4712","776805","5290797","40","4712",1,0.00492,136.82726,181.5329,0.16333,83.68678,82.63357,89.54404,10.44302,8.07666,3.66577,19.75258,18.00421,12.94687,123.73273,1638.77051,111356.59375,2.02204
"1","4713","1252","1978","3","142","215",Maritime Barrens,139518.835930000001099,29726.353385999998864,"0","4713","778805","5290797","41","4713",1,0.01054,136.8409,182.63538,0.14035,83.47646,82.36562,89.52288,10.46847,8.10529,3.68457,19.7784,18.03611,12.95596,133.59856,1376.74207,112637.125,1.38537
"1","4725","1034","1976","3","382","17",Long Range Barrens,27649.032993199998600,1071.497571200000039,"0","4725","332805","5292797","42","4725",3,0.10148,136.8981,175.93385,0.0613,101.26182,103.99004,95.8411,10.86835,8.71125,4.09687,18.67071,16.87812,12.33061,170.91806,1368.84753,94726.47656,5.24231
"1","4848","1314","1979","3","146","164",Maritime Barrens,299863.879253000020981,19579.344337800001085,"0","4848","588805","5292797","43","4848",,0.01478,131.78851,180.12956,0.1202,101.84873,108.33957,108.31071,11.04791,8.95385,4.63049,19.65714,17.9258,13.62928,52.77633,8394.55859,14679.56055,3.53726
"1","4850","1157","1974","2","77","104",Maritime Barrens,45902.340256600000430,4678.496070369999870,"0","4850","592805","5292797","44","4850",,0.04152,133.06677,181.5771,0.12787,104.38253,110.67992,110.65106,10.81876,8.76488,4.44271,19.43673,17.76714,13.45898,139.08344,8720.88184,18488.42773,5.54216
"1","4906","1232","1977","2","125","149",Maritime Barrens,12198.289341899999272,1045.286875170000030,"0","4906","728805","5292797","45","4906",1,0.02279,135.96986,164.02013,0.09399,88.36083,92.55222,94.89369,10.44723,8.012,3.72581,19.06036,17.04562,12.51702,64.80943,719.27185,73060.58594,4.56515
"1","4912","1252","1978","3","142","215",Maritime Barrens,139518.835930000001099,29726.353385999998864,"0","4912","766805","5292797","46","4912",1,0.02373,136.8822,177.12036,0.1598,84.66527,84.44679,90.37019,10.31634,7.92992,3.56214,19.56675,17.7812,12.83533,114.43929,3967.9917,103663.04688,4.86826
"1","4913","1252","1978","3","142","215",Maritime Barrens,139518.835930000001099,29726.353385999998864,"0","4913","768805","5292797","47","4913",1,0.0167,137.79837,177.43376,0.15322,85.30855,85.11559,91.53545,10.21543,7.83539,3.45116,19.41599,17.64699,12.67348,159.78015,4028.21997,104846.82813,5.07496
"1","4928","1988","1976","2","383","14",Western Newfoundland Forest,24980.792687100001785,3549.977197230000002,"0","4928","328805","5294797","48","4928",1,0.01738,134.83704,181.59627,0.09091,99.05634,101.08243,92.60282,11.19875,9.06293,4.44585,19.268,17.52402,12.96238,56.42493,266.44528,97789.75,3.27778
"1","5058","1157","1974","2","77","104",Maritime Barrens,45902.340256600000430,4678.496070369999870,"0","5058","594805","5294797","49","5058",3,0.03067,132.54723,182.77292,0.16935,103.56906,109.68226,109.71723,10.87296,8.8279,4.50582,19.62875,17.96243,13.63679,72.27518,6967.13574,19964.0625,5.81071
"1","5059","1157","1974","2","77","104",Maritime Barrens,45902.340256600000430,4678.496070369999870,"0","5059","596805","5294797","50","5059",3,0.04321,133.32826,182.65623,0.14929,104.93574,110.92975,110.99493,10.71414,8.68986,4.36627,19.46803,17.83596,13.49921,151.57002,7735.63623,18242.20508,5.57796
"1","5118","1232","1977","2","125","149",Maritime Barrens,12198.289341899999272,1045.286875170000030,"0","5118","728805","5294797","51","5118",1,0.02523,136.19516,164.25673,0.07037,88.23645,92.46959,94.92444,10.39928,7.96893,3.6807,19.05064,17.03739,12.50349,81.78659,1016.53143,72580.57031,4.58289
"1","5119","1270","1978","3","190","232",Maritime Barrens,21618.959359399999812,2336.866296960000000,"0","5119","730805","5294797","52","5119",1,0.01346,137.15691,163.45871,0.16717,88.71487,92.63686,95.47146,10.25475,7.82801,3.53135,18.88131,16.89363,12.33924,144.82985,2024.06458,74529.72656,4.55751
"1","5143","2125","1979","3","255","188",Western Newfoundland Forest,26250.938793900000746,1422.048851210000066,"0","5143","334805","5296797","53","5143",1,0.04834,134.61766,181.75652,0.07122,100.54455,102.56749,93.6497,11.09315,8.99973,4.40916,19.2777,17.56972,13.02335,42.07044,610.28021,91465.86719,5.66375
"1","5273","1157","1974","2","77","104",Maritime Barrens,45902.340256600000430,4678.496070369999870,"0","5273","598805","5296797","54","5273",3,0.03718,133.28877,183.88594,0.11317,104.90858,110.6795,110.75955,10.68092,8.67399,4.34624,19.55512,17.94278,13.58752,136.63876,5819.99707,15922.4248,5.45635
"1","5331","1270","1978","3","190","232",Maritime Barrens,21618.959359399999812,2336.866296960000000,"0","5331","728805","5296797","55","5331",1,0.02244,136.46745,164.31831,0.0879,88.08556,92.34885,94.91949,10.35124,7.92486,3.63484,19.03726,17.02475,12.48609,90.49278,2017.98987,72152.8125,4.89728
"1","5332","1270","1978","3","190","232",Maritime Barrens,21618.959359399999812,2336.866296960000000,"0","5332","730805","5296797","56","5332",1,0.01359,137.05533,163.35719,0.12892,88.34518,92.34592,95.20061,10.25531,7.83021,3.53372,18.9287,16.93594,12.37874,114.71635,3091.89111,74113.21875,5.46606
"1","5356","2125","1979","3","255","188",Western Newfoundland Forest,26250.938793900000746,1422.048851210000066,"0","5356","336805","5298797","57","5356",1,0.04603,134.37439,182.27681,0.10404,100.69876,102.5376,93.40807,11.09882,9.02459,4.43919,19.36214,17.67723,13.13134,33.1612,776.9173,88925.79688,5.62414
"1","5483","2001","1977","3","155","143",Western Newfoundland Forest,137303.593040000007022,17633.689192699999694,"0","5483","594805","5298797","58","5483",3,0.01743,132.50423,183.87805,0.10514,103.35251,109.04249,108.91563,10.80966,8.78897,4.44971,19.78159,18.14728,13.79436,88.67299,3276.54443,18060.81445,2.09682
"1","5486","1157","1974","2","77","104",Maritime Barrens,45902.340256600000430,4678.496070369999870,"0","5486","600805","5298797","59","5486",3,0.03063,133.43367,184.65839,0.13554,104.91734,110.45372,110.58979,10.60889,8.61863,4.28456,19.59625,18.00577,13.62912,154.56323,4465.8501,13681.31348,5.16451
"1","5547","1270","1978","3","190","232",Maritime Barrens,21618.959359399999812,2336.866296960000000,"0","5547","730805","5298797","60","5547",1,0.00941,136.82512,163.59514,0.0889,87.87681,91.95732,94.80132,10.27224,7.8481,3.55184,18.99514,16.99393,12.43614,100.7645,1103.31482,73748.61719,5.87661
"1","5553","1252","1978","3","142","215",Maritime Barrens,139518.835930000001099,29726.353385999998864,"0","5553","766805","5298797","61","5553",1,0.01763,135.50806,177.72005,0.10056,82.25312,82.46992,88.26489,10.47527,8.08379,3.73714,19.92955,18.13782,13.16465,46.38322,1965.86169,98862.01563,5.05249
"1","5554","1252","1978","3","142","215",Maritime Barrens,139518.835930000001099,29726.353385999998864,"0","5554","768805","5298797","62","5554",1,0.02666,136.56519,180.01271,0.17547,82.99746,83.17979,89.46735,10.36708,7.98166,3.61609,19.74847,17.97376,12.97456,88.80907,3482.75317,100102.59375,4.94213
"1","5695","2001","1977","3","155","143",Western Newfoundland Forest,137303.593040000007022,17633.689192699999694,"0","5695","584805","5300797","63","5695",3,0.0405,133.97913,184.14925,0.14979,104.46037,109.95386,109.14256,10.58559,8.57125,4.19491,19.57349,17.97001,13.61272,170.89452,1244.47131,9718.60645,1.3443
"1","5699","2001","1977","3","155","143",Western Newfoundland Forest,137303.593040000007022,17633.689192699999694,"0","5699","594805","5300797","64","5699",3,0.00562,132.64212,184.59152,0.12425,103.53455,108.98816,108.77295,10.73798,8.73238,4.38286,19.81107,18.1999,13.83119,152.9962,1736.06409,16809.42188,0.73213
"1","5700","2001","1977","3","155","143",Western Newfoundland Forest,137303.593040000007022,17633.689192699999694,"0","5700","596805","5300797","65","5700",3,0.00689,132.18488,184.69385,0.10374,102.92615,108.40537,108.34538,10.79924,8.79202,4.44867,19.89597,18.27435,13.90134,86.97708,1817.55811,17504.13867,2.97593
"1","5701","1850","1974","2","77","104",Western Newfoundland Forest,32384.624078200002259,3559.285624180000468,"0","5701","598805","5300797","66","5701",3,0.01597,132.41766,185.4528,0.15405,103.33631,108.78246,108.80455,10.75484,8.75618,4.41629,19.85843,18.24832,13.86927,84.74054,1840.28528,15504.39746,4.72549
"1","5703","1157","1974","2","77","104",Maritime Barrens,45902.340256600000430,4678.496070369999870,"0","5703","602805","5300797","67","5703",3,0.02954,133.92224,184.73778,0.14728,104.97272,110.26495,110.50999,10.4888,8.5143,4.16925,19.57317,18.00787,13.60328,190.61198,4614.03027,11505.18457,5.33032
"1","5771","1252","1978","3","142","215",Maritime Barrens,139518.835930000001099,29726.353385999998864,"0","5771","766805","5300797","68","5771",1,0.01539,135.35976,178.10056,0.09326,81.86414,82.26224,88.13796,10.47247,8.08063,3.73661,19.96532,18.17532,13.191,37.35559,713.71906,97291.25781,4.29949
"1","5772","1252","1978","3","142","215",Maritime Barrens,139518.835930000001099,29726.353385999998864,"0","5772","768805","5300797","69","5772",1,0.02131,136.47986,179.8345,0.15789,82.57237,82.91791,89.26743,10.37181,7.98543,3.62244,19.78827,18.01489,13.00531,91.18213,1996.80066,98551.60938,4.75059
"1","5915","2001","1977","3","155","143",Western Newfoundland Forest,137303.593040000007022,17633.689192699999694,"0","5915","584805","5302797","70","5915",3,0.03822,133.26723,185.16583,0.17175,103.38753,108.74164,107.89439,10.67238,8.66112,4.28151,19.77608,18.16713,13.79706,94.64359,919.29584,8218.91699,1.12779
"1","5919","2001","1977","3","155","143",Western Newfoundland Forest,137303.593040000007022,17633.689192699999694,"0","5919","596805","5302797","71","5919",3,0.00439,132.44586,185.91412,0.09327,103.1429,108.38789,108.23779,10.7257,8.73375,4.38009,19.92026,18.3225,13.93447,132.32684,630.70935,17122.15039,4.9525
"1","5920","1850","1974","2","77","104",Western Newfoundland Forest,32384.624078200002259,3559.285624180000468,"0","5920","598805","5302797","72","5920",3,0.00861,132.62607,186.47704,0.14831,103.34686,108.56574,108.52712,10.69347,8.70728,4.35658,19.89729,18.30691,13.91261,123.39441,151.14438,15598.9375,4.31562
"1","5921","1850","1974","2","77","104",Western Newfoundland Forest,32384.624078200002259,3559.285624180000468,"0","5921","600805","5302797","73","5921",3,0.01534,132.8327,186.26308,0.1719,103.7018,108.8903,108.95424,10.64118,8.6628,4.31404,19.84787,18.26774,13.86579,113.47654,1931.62073,13613.16699,4.78423
"1","5991","1252","1978","3","142","215",Maritime Barrens,139518.835930000001099,29726.353385999998864,"0","5991","768805","5302797","74","5991",1,0.01017,136.54063,179.32407,0.13388,82.299,82.8103,89.26358,10.35895,7.97227,3.60889,19.79616,18.02492,13.00421,94.32853,25.94054,97017.0625,5.10202
"1","5992","1252","1978","3","142","215",Maritime Barrens,139518.835930000001099,29726.353385999998864,"0","5992","770805","5302797","75","5992",1,0.02125,136.8208,179.70071,0.15541,82.42194,82.83933,89.61621,10.34366,7.95989,3.58382,19.75085,17.98913,12.9439,94.94332,1606.20569,98321.625,5.45396
"1","6134","1853","1974","2","81","105",Western Newfoundland Forest,14925.211925600000541,1268.699366229999896,"0","6134","584805","5304797","76","6134",3,0.02534,133.07149,186.03149,0.14853,103.13678,108.26891,107.36219,10.65266,8.65264,4.26514,19.86771,18.27314,13.88843,83.75105,1332.12927,6719.22803,2.08004
"1","6135","2093","1979","3","146","164",Western Newfoundland Forest,164138.840178000013111,17242.878213200001483,"0","6135","590805","5304797","77","6135",3,0.01141,132.12535,186.23917,0.11126,102.27794,107.40863,106.8923,10.76492,8.76635,4.39455,20.02827,18.42215,14.02985,101.51468,630.39514,11187.12793,5.13829
"1","6138","1949","1976","2","294","200",Western Newfoundland Forest,28244.061401599999954,2378.504560240000046,"0","6138","596805","5304797","78","6138",3,0.00428,132.20859,186.73947,0.10243,102.48808,107.55673,107.38215,10.73553,8.74965,4.38817,20.03611,18.4435,14.03905,79.20684,1135.49182,15962.8418,5.09208
"1","6139","1949","1976","2","294","200",Western Newfoundland Forest,28244.061401599999954,2378.504560240000046,"0","6139","598805","5304797","79","6139",1,0.01149,132.73018,187.45496,0.12668,103.24886,108.25229,108.15693,10.64585,8.67101,4.30999,19.94861,18.37514,13.9653,123.41309,308.82968,15945.76367,4.98687
"1","6140","1850","1974","2","77","104",Western Newfoundland Forest,32384.624078200002259,3559.285624180000468,"0","6140","600805","5304797","80","6140",3,0.01175,132.98056,187.40433,0.16495,103.50752,108.48728,108.50902,10.59862,8.63036,4.27105,19.90309,18.33826,13.92098,157.28159,1775.59351,14009.24023,4.63963
"1","6141","1850","1974","2","77","104",Western Newfoundland Forest,32384.624078200002259,3559.285624180000468,"0","6141","602805","5304797","81","6141",1,0.0084,133.33749,186.87338,0.17037,103.87345,108.82509,108.96978,10.52822,8.56671,4.20724,19.82666,18.27344,13.8466,167.01912,3028.16968,12093.39746,5.02558
"1","6360","1949","1976","2","294","200",Western Newfoundland Forest,28244.061401599999954,2378.504560240000046,"0","6360","598805","5306797","82","6360",3,0.01135,132.40323,188.37054,0.13245,102.44183,107.28847,107.17332,10.67472,8.70496,4.33648,20.08178,18.51013,14.08439,111.86663,1049.83337,16515.26758,5.52718
"1","6435","1252","1978","3","142","215",Maritime Barrens,139518.835930000001099,29726.353385999998864,"0","6435","772805","5306797","83","6435",1,0.02826,136.45862,180.95238,0.1057,81.3447,81.87154,88.98383,10.39485,8.01209,3.63091,19.86351,18.10862,13.01781,99.15024,1577.38,96714.80469,4.86036
"1","6578","1955","1976","2","306","202",Western Newfoundland Forest,19934.081075800004328,2166.324864090000119,"0","6578","586805","5308797","84","6578",1,0.03509,133.92946,187.5443,0.15105,104.19095,108.68666,107.76028,10.40738,8.44639,4.03554,19.84475,18.31846,13.89978,153.15645,1443.32593,5564.8335,2.26591
"1","6579","1894","1975","2","147","186",Western Newfoundland Forest,11843.214559199999712,819.360976293000022,"0","6579","588805","5308797","85","6579",3,0.03065,132.83139,188.03056,0.19116,102.79678,107.40728,106.63676,10.58954,8.6183,4.21957,20.04973,18.49308,14.07398,101.63153,172.63992,7126.49365,2.16987
"1","6638","377","1977","3","121","145",Central Newfoundland Forest,20625.101554400003806,1898.089456500000097,"0","6638","710805","5308797","86","6638",2,0.02603,136.00937,166.83176,0.1364,87.7239,92.57513,95.4148,10.20485,7.89198,3.5903,19.3419,17.36902,12.80802,127.43489,1744.15234,52743.61328,2.49137
"1","6800","1894","1975","2","147","186",Western Newfoundland Forest,11843.214559199999712,819.360976293000022,"0","6800","588805","5310797","87","6800",1,0.03998,133.79149,188.39674,0.17809,103.87865,108.13076,107.29125,10.38609,8.43724,4.02092,19.93976,18.42948,13.99306,158.65559,108.69414,6030.89893,1.89587
"1","6879","1252","1978","3","142","215",Maritime Barrens,139518.835930000001099,29726.353385999998864,"0","6879","772805","5310797","88","6879",1,0.02441,136.09605,181.86467,0.11282,80.29223,80.95509,88.12104,10.45834,8.075,3.69517,19.99394,18.23495,13.12009,62.64185,1140.43701,93859.11719,5.14436
"1","6880","1252","1978","3","142","215",Maritime Barrens,139518.835930000001099,29726.353385999998864,"0","6880","774805","5310797","89","6880",1,0.01982,137.13074,182.65565,0.16725,81.01795,81.62358,89.2457,10.38937,8.0092,3.60595,19.80326,18.05347,12.9177,106.23211,2549.19775,95290.95313,5.37929
